@relation osiptel-reclamos

@attribute TipRecurso numeric
@attribute FechaIngreso_2InstDay numeric
@attribute FechaIngreso_2InstMonth numeric
@attribute FechaIngreso_2InstYear numeric
@attribute FechaResolTRASU_Day numeric
@attribute FechaResolTRASU_Month numeric
@attribute FechaResolTRASU_Year numeric
@attribute Empresa numeric
@attribute Distrito numeric
@attribute Materia numeric
@attribute Submateria numeric
@attribute Servicio numeric
@attribute Sentido {1,2,3,4}

@data
1,30,5,2017,1,2,2018,1,36,5,3,10,4
1,30,5,2017,23,1,2018,1,14,5,3,10,4
1,6,3,2017,30,1,2018,16,11,3,66,10,4
1,25,9,2017,18,1,2018,1,7,15,9,10,3
1,6,6,2017,1,2,2018,16,35,15,9,10,4
0,17,5,2017,22,1,2018,1,17,32,65,10,4
0,13,9,2017,15,2,2018,1,43,24,41,10,4
1,19,12,2017,15,2,2018,16,42,15,27,13,4
1,14,3,2017,1,3,2018,16,2,11,65,10,4
1,3,7,2017,20,2,2018,1,7,15,9,10,4
0,4,8,2017,28,2,2018,1,28,24,41,10,4
0,14,8,2017,6,3,2018,1,32,24,41,10,4
1,19,4,2017,6,3,2018,16,3,15,10,10,4
0,15,9,2017,2,3,2018,1,15,24,41,10,4
0,27,9,2017,28,2,2018,16,28,24,41,9,4
0,27,9,2017,28,2,2018,12,40,24,41,10,4
0,13,12,2017,28,3,2018,12,32,41,65,10,4
0,20,9,2017,7,6,2018,16,42,24,41,9,2
0,13,7,2017,22,3,2018,17,40,24,41,9,4
0,5,7,2017,20,3,2018,1,35,24,41,10,4
1,7,7,2017,23,1,2018,1,35,15,9,10,3
1,22,6,2017,30,1,2018,16,32,5,3,9,4
0,15,5,2017,23,1,2018,1,35,24,41,10,2
1,5,7,2017,30,1,2018,16,35,8,4,10,4
1,21,4,2017,30,1,2018,1,40,15,20,10,4
1,16,3,2017,27,2,2018,1,15,47,65,10,4
1,26,4,2017,27,2,2018,16,25,44,65,11,4
1,5,4,2017,27,2,2018,1,40,47,65,10,4
1,15,8,2017,3,4,2018,16,43,15,89,9,4
0,26,7,2017,13,2,2018,1,2,24,41,10,4
0,10,5,2017,13,2,2018,16,15,24,41,9,4
1,16,8,2017,22,2,2018,1,12,41,106,10,4
0,4,5,2017,13,2,2018,1,7,24,41,10,2
1,8,2,2017,13,2,2018,1,33,47,65,9,4
1,17,2,2017,13,2,2018,1,32,5,3,10,3
0,1,2,2017,13,2,2018,12,21,24,69,10,4
1,23,1,2017,13,2,2018,1,28,17,65,9,4
1,14,2,2017,13,2,2018,1,7,15,9,10,3
0,14,6,2016,16,8,2016,1,41,24,41,10,4
0,24,8,2017,20,3,2018,1,37,42,105,10,4
0,15,9,2017,20,3,2018,16,9,24,41,10,4
1,6,9,2017,15,3,2018,1,32,15,100,10,4
1,19,6,2017,22,3,2018,1,2,15,20,10,4
1,18,1,2017,20,3,2018,1,33,41,106,10,4
0,22,8,2017,15,3,2018,1,35,32,65,10,4
0,16,8,2017,25,4,2018,1,43,24,41,10,2
1,15,6,2017,6,2,2018,1,17,9,65,10,4
1,7,8,2017,27,4,2018,1,13,27,61,10,4
0,19,9,2017,15,6,2018,1,28,24,41,10,2
1,22,3,2017,22,2,2018,12,41,47,65,10,4
1,30,5,2017,20,3,2018,1,13,15,9,10,4
1,15,9,2017,26,3,2018,16,7,20,65,10,4
1,7,9,2017,1,2,2018,1,36,15,9,10,3
1,16,10,2017,1,2,2018,1,11,15,9,9,3
1,21,4,2017,1,2,2018,1,16,15,9,10,3
1,24,8,2017,1,2,2018,1,17,15,9,10,3
1,9,1,2017,6,2,2018,12,17,15,9,10,4
1,13,6,2017,6,2,2018,1,36,5,3,10,4
0,15,8,2017,6,2,2018,1,43,24,41,9,4
0,6,2,2017,6,2,2018,1,43,41,106,9,2
0,7,9,2017,20,3,2018,1,35,42,105,10,4
1,24,8,2017,22,3,2018,1,17,9,65,9,4
1,11,4,2017,8,3,2018,16,33,15,89,2,4
1,27,4,2017,6,2,2018,1,7,15,9,10,3
1,16,5,2017,6,2,2018,1,4,15,9,10,3
1,2,2,2017,8,2,2018,1,32,15,96,10,4
1,8,8,2017,8,2,2018,1,35,15,9,10,4
1,4,7,2017,6,2,2018,12,4,37,38,10,4
1,19,6,2017,8,2,2018,1,16,5,3,10,4
0,4,4,2017,8,2,2018,12,9,42,65,10,4
1,15,3,2017,27,2,2018,1,2,15,5,10,4
1,16,6,2017,27,2,2018,16,32,15,9,10,4
1,16,6,2017,27,2,2018,1,37,15,9,10,4
1,21,3,2017,8,5,2018,1,37,15,9,10,2
1,24,5,2017,30,1,2018,1,36,5,3,10,4
1,3,11,2017,25,1,2018,1,24,15,9,10,3
0,25,8,2017,25,1,2018,1,35,24,41,10,4
0,13,6,2017,13,2,2018,12,7,32,65,10,4
0,23,8,2017,19,7,2018,1,8,24,41,10,2
0,22,8,2017,30,1,2018,1,28,24,41,10,4
1,28,4,2017,30,1,2018,1,31,9,65,10,4
1,2,3,2017,29,5,2018,18,43,21,65,11,4
1,20,6,2017,20,2,2018,1,32,15,27,13,4
0,18,7,2017,15,2,2018,1,32,24,41,10,4
0,28,8,2017,15,2,2018,1,7,24,41,10,4
0,6,3,2017,15,2,2018,1,18,32,65,10,4
1,21,7,2017,24,7,2018,16,15,15,30,9,4
1,21,7,2017,24,7,2018,16,15,15,99,9,4
1,21,7,2017,20,2,2018,1,40,5,3,10,4
0,10,4,2017,13,2,2018,1,35,24,41,10,2
0,1,9,2017,7,3,2018,1,17,24,41,10,4
0,8,9,2017,8,3,2018,16,28,24,41,9,4
1,21,8,2017,26,4,2018,16,2,15,12,9,4
1,23,8,2017,13,3,2018,1,31,9,65,10,3
1,4,8,2017,8,3,2018,1,40,9,65,10,4
0,5,9,2017,19,4,2018,1,9,24,41,10,2
1,28,6,2017,22,2,2018,1,15,15,9,10,4
1,26,6,2017,20,2,2018,1,14,5,3,10,4
1,8,5,2017,22,2,2018,12,17,15,9,10,4
0,21,8,2017,20,2,2018,12,15,24,40,10,4
1,13,7,2017,22,2,2018,1,11,9,65,9,4
1,16,6,2017,22,2,2018,1,35,5,3,9,4
1,9,5,2017,22,2,2018,1,21,5,3,9,4
0,16,5,2017,8,2,2018,1,14,24,41,10,2
1,28,6,2017,8,2,2018,1,37,15,20,10,4
1,7,3,2017,8,2,2018,1,36,5,3,10,4
1,11,8,2017,6,2,2018,16,37,15,9,10,4
1,16,6,2017,22,2,2018,16,37,15,9,10,4
1,3,3,2017,8,2,2018,16,36,5,3,10,4
1,17,3,2017,13,2,2018,1,35,9,65,9,4
1,2,6,2017,8,2,2018,16,17,19,65,10,4
1,3,4,2017,13,2,2018,1,9,9,65,10,4
1,5,7,2017,20,4,2018,16,35,15,9,10,4
1,6,6,2017,23,4,2018,16,33,15,89,9,4
1,5,10,2017,23,4,2018,1,30,15,9,10,4
1,24,5,2017,7,8,2018,16,15,19,65,9,4
0,27,10,2017,5,7,2018,1,7,24,41,10,2
0,30,10,2017,19,4,2018,16,28,24,41,9,4
0,30,10,2017,8,5,2018,16,4,24,41,9,4
0,30,10,2017,23,4,2018,1,9,35,65,10,4
0,12,9,2017,8,5,2018,12,5,24,41,10,4
0,6,10,2017,10,4,2018,1,7,24,41,10,4
1,29,5,2017,12,4,2018,1,31,15,89,9,4
1,12,10,2017,22,5,2018,1,10,15,9,10,4
1,27,12,2017,15,5,2018,1,9,15,9,10,4
1,28,4,2017,15,5,2018,1,24,15,20,10,4
0,22,11,2017,10,5,2018,1,43,24,41,10,4
1,9,8,2017,21,6,2018,1,11,15,9,10,4
0,16,10,2017,31,5,2018,16,42,24,41,9,4
1,5,12,2017,11,5,2018,16,42,15,89,9,4
1,22,11,2017,24,5,2018,16,37,15,9,10,4
1,8,11,2017,10,5,2018,16,9,15,100,9,4
1,20,4,2017,15,5,2018,1,36,15,9,10,4
1,22,8,2017,17,5,2018,1,2,15,9,10,4
0,20,11,2017,22,5,2018,16,5,24,41,9,4
0,28,4,2017,28,3,2018,1,32,35,65,10,2
0,16,5,2017,10,4,2018,16,15,24,41,9,4
0,25,9,2017,3,4,2018,1,11,24,41,9,4
1,19,9,2017,5,4,2018,1,36,15,14,10,4
1,4,9,2017,17,4,2018,1,28,5,3,10,4
0,6,3,2017,5,4,2018,1,30,42,105,9,4
1,26,4,2017,10,4,2018,1,17,5,3,10,4
1,4,4,2017,17,5,2018,1,40,8,74,9,4
0,15,9,2017,29,5,2018,1,28,24,41,10,4
0,23,11,2017,15,5,2018,16,7,24,41,9,4
0,17,11,2017,24,7,2018,1,30,24,41,10,2
1,24,4,2017,17,5,2018,1,21,5,3,10,4
1,25,9,2017,15,5,2018,1,37,9,65,10,4
0,25,10,2017,3,7,2018,1,7,24,41,10,4
0,22,11,2017,15,5,2018,16,30,24,41,9,4
1,26,5,2017,15,5,2018,1,17,5,3,9,4
1,18,8,2017,17,5,2018,1,42,15,100,10,4
1,2,11,2017,15,6,2018,1,32,15,9,10,4
0,21,11,2017,17,5,2018,12,13,24,41,10,4
1,6,10,2017,29,5,2018,1,35,15,89,9,4
1,11,10,2017,17,4,2018,1,28,15,14,10,4
0,17,1,2017,25,4,2018,11,2,24,41,2,4
0,26,10,2017,25,4,2018,1,43,24,41,10,4
0,26,10,2017,19,4,2018,16,43,24,41,9,4
0,6,11,2017,25,4,2018,16,32,24,41,9,4
1,23,11,2017,26,4,2018,1,9,15,9,10,4
0,20,11,2017,11,5,2018,16,32,24,41,9,4
0,21,11,2017,15,5,2018,1,10,32,65,10,4
1,27,4,2017,17,5,2018,16,25,15,36,10,4
0,30,11,2017,17,5,2018,16,37,24,41,9,4
0,24,11,2017,19,7,2018,12,40,24,41,10,2
0,13,11,2017,22,5,2018,1,28,24,41,10,4
0,8,9,2017,12,4,2018,1,11,42,65,10,4
0,14,6,2017,5,4,2018,1,43,24,41,9,4
0,12,10,2017,10,4,2018,16,15,24,39,10,4
0,4,9,2017,10,4,2018,16,35,24,41,9,4
0,3,11,2017,25,4,2018,16,18,24,41,9,4
1,31,10,2017,25,4,2018,1,24,15,103,10,4
1,23,6,2017,27,4,2018,16,36,25,47,9,4
0,19,9,2017,27,4,2018,16,9,24,41,9,4
1,21,4,2017,27,4,2018,1,35,9,65,10,4
1,12,4,2017,22,5,2018,16,32,27,61,9,4
1,7,4,2017,17,5,2018,1,41,15,20,10,4
0,6,12,2017,15,5,2018,1,33,42,105,10,4
1,3,10,2017,15,5,2018,1,13,17,65,10,4
1,15,9,2017,17,5,2018,1,32,15,89,9,4
1,1,6,2017,15,5,2018,1,36,15,9,10,2
1,31,8,2017,28,3,2018,1,32,15,100,10,4
1,31,8,2017,28,3,2018,1,32,15,14,10,4
1,15,9,2017,6,4,2018,1,36,15,9,10,4
1,14,9,2017,3,4,2018,1,32,15,9,10,3
1,7,4,2017,2,8,2018,1,28,47,65,10,3
1,7,9,2017,25,4,2018,1,3,15,100,10,4
1,7,9,2017,25,4,2018,1,3,15,9,10,4
0,10,10,2017,28,3,2018,1,14,24,41,10,4
1,26,9,2017,25,4,2018,1,37,15,20,10,4
0,18,10,2017,8,5,2018,16,37,24,41,9,4
0,18,10,2017,25,4,2018,1,25,42,105,10,4
1,7,8,2017,30,4,2018,16,40,5,3,10,4
0,30,10,2017,25,4,2018,12,20,24,41,10,4
1,17,4,2017,26,4,2018,1,40,15,20,10,4
1,31,3,2017,25,4,2018,12,32,11,65,10,4
0,7,9,2017,23,4,2018,1,35,24,41,10,4
1,31,10,2017,25,4,2018,1,32,15,20,10,4
1,16,2,2017,27,4,2018,12,43,15,9,10,4
1,17,5,2017,27,4,2018,18,40,5,3,11,4
1,22,9,2017,25,4,2018,1,32,15,14,9,4
1,21,4,2017,27,4,2018,1,17,5,3,9,4
0,1,12,2017,22,5,2018,16,42,24,41,9,4
0,20,10,2017,8,5,2018,1,42,24,41,10,4
0,6,6,2017,13,7,2018,1,32,42,105,11,4
0,6,6,2017,13,7,2018,1,32,36,65,11,4
1,24,4,2017,10,4,2018,1,32,15,21,10,4
1,24,4,2017,10,4,2018,1,32,15,20,10,4
0,11,10,2017,17,5,2018,1,41,35,65,10,1
0,30,3,2017,25,4,2018,16,21,35,65,9,4
0,13,9,2017,27,4,2018,1,2,24,41,10,4
1,31,5,2017,30,4,2018,1,36,9,65,10,4
1,20,7,2017,27,4,2018,17,40,15,89,13,4
1,1,3,2017,3,5,2018,16,4,11,65,10,4
1,19,10,2017,15,5,2018,1,36,15,9,10,4
1,25,4,2017,17,5,2018,1,36,5,3,10,4
1,1,9,2017,21,5,2018,1,35,15,14,10,4
0,17,11,2017,29,5,2018,16,10,24,41,9,4
0,27,11,2017,15,5,2018,16,2,24,41,9,4
1,30,11,2017,17,5,2018,16,15,15,89,9,4
0,27,11,2017,15,5,2018,1,40,24,41,10,4
0,22,9,2017,24,5,2018,1,14,24,41,10,4
1,21,9,2017,3,4,2018,1,11,15,9,10,4
1,15,9,2017,10,4,2018,12,17,15,9,10,4
1,27,3,2017,3,4,2018,1,36,11,65,10,4
0,25,10,2017,27,4,2018,12,32,42,105,10,4
0,25,10,2017,27,4,2018,12,32,33,65,10,4
0,28,6,2017,25,4,2018,1,15,24,41,10,4
1,20,10,2017,3,5,2018,1,32,5,3,10,4
0,9,11,2017,27,4,2018,18,25,24,41,10,4
1,27,11,2017,2,8,2018,16,14,15,89,9,4
0,6,11,2017,8,5,2018,16,30,24,41,9,4
1,12,4,2017,8,5,2018,16,25,1,46,10,4
1,3,10,2017,8,5,2018,12,5,15,9,10,4
1,26,5,2017,10,5,2018,18,25,5,3,10,4
0,27,9,2017,17,5,2018,1,28,24,41,10,4
0,30,10,2017,15,5,2018,1,9,24,41,10,4
0,4,12,2017,22,5,2018,16,2,24,41,9,4
1,23,5,2017,3,4,2018,16,10,15,89,13,4
0,18,1,2017,5,4,2018,1,17,42,105,9,2
1,12,9,2017,28,3,2018,1,20,15,9,10,4
1,26,4,2017,5,4,2018,1,14,9,65,10,4
1,21,4,2017,5,4,2018,1,32,9,65,10,4
1,19,9,2017,10,4,2018,16,35,12,65,10,4
1,17,4,2017,4,7,2018,1,30,8,4,10,3
1,21,4,2017,4,4,2018,16,15,15,89,9,4
1,9,10,2017,27,4,2018,16,36,8,74,10,4
0,24,5,2017,3,5,2018,1,15,42,105,10,4
0,11,9,2017,27,4,2018,1,35,32,65,10,4
1,28,2,2017,11,6,2018,1,34,15,9,10,2
1,8,8,2017,8,5,2018,1,35,15,9,10,4
0,17,10,2017,31,5,2018,1,32,24,41,10,2
1,31,8,2017,28,6,2018,1,33,9,65,10,4
1,11,4,2017,17,4,2018,1,35,15,89,2,4
1,16,6,2017,18,4,2018,16,11,15,9,10,4
0,13,10,2017,25,4,2018,18,5,24,41,10,4
0,18,8,2017,17,4,2018,1,7,33,65,10,4
1,8,9,2017,23,4,2018,16,33,15,9,10,4
0,12,10,2017,17,4,2018,1,14,24,41,9,4
1,10,11,2017,22,5,2018,16,43,15,89,13,4
0,11,10,2017,22,5,2018,1,2,32,65,10,4
0,27,11,2017,22,5,2018,16,2,24,41,9,4
0,20,11,2017,22,5,2018,16,42,24,41,10,4
1,22,11,2017,28,6,2018,1,14,41,106,10,4
1,27,11,2017,17,5,2018,16,14,15,89,9,4
0,28,11,2017,17,5,2018,16,32,24,41,10,4
1,13,11,2017,23,5,2018,1,34,15,14,10,4
0,8,11,2017,17,5,2018,1,9,24,41,9,4
0,4,10,2017,4,4,2018,16,33,24,41,10,4
1,19,9,2017,3,4,2018,1,32,15,9,10,4
1,29,3,2017,6,4,2018,16,35,15,89,13,4
0,9,10,2017,3,4,2018,1,32,42,105,9,4
0,28,9,2017,3,4,2018,1,32,24,41,10,4
1,3,2,2017,6,4,2018,1,36,5,3,9,4
1,9,3,2017,6,4,2018,1,36,5,3,10,4
1,4,9,2017,27,4,2018,1,40,21,65,10,4
0,9,11,2017,3,5,2018,16,35,24,41,9,4
0,3,11,2017,3,5,2018,1,13,24,41,10,4
1,28,3,2017,8,5,2018,1,14,15,20,10,4
1,27,4,2017,28,3,2018,1,2,5,3,10,4
0,14,9,2017,19,7,2018,1,16,42,105,10,4
0,20,9,2017,3,7,2018,16,17,24,41,9,2
0,18,9,2017,28,3,2018,16,25,24,41,9,4
1,2,11,2017,21,5,2018,1,33,15,89,9,4
1,9,5,2017,23,5,2018,1,31,21,65,10,4
1,26,4,2017,23,5,2018,1,10,15,9,10,4
0,15,11,2017,22,5,2018,16,15,24,41,9,4
1,13,11,2017,28,5,2018,1,10,15,11,9,4
0,28,9,2017,10,4,2018,1,33,24,41,10,4
1,20,9,2017,17,4,2018,16,32,15,103,9,4
0,22,3,2017,10,4,2018,12,9,32,65,10,4
0,16,10,2017,12,4,2018,16,17,24,41,9,4
1,25,9,2017,10,4,2018,1,2,15,100,10,4
1,11,5,2017,15,5,2018,1,30,5,3,9,4
1,19,12,2017,9,5,2018,16,40,15,9,10,4
0,19,9,2017,3,7,2018,1,35,24,41,10,2
0,24,11,2017,15,5,2018,17,17,24,41,9,4
0,9,10,2017,8,5,2018,16,2,24,41,10,4
0,3,11,2017,19,4,2018,16,42,24,41,9,4
1,26,5,2017,19,4,2018,16,35,19,65,9,4
1,10,10,2017,23,4,2018,1,33,15,14,10,4
0,12,10,2017,19,4,2018,18,25,24,41,10,4
0,30,11,2017,17,5,2018,12,3,24,41,10,4
1,9,11,2017,22,5,2018,1,17,15,14,10,4
1,27,9,2017,3,5,2018,1,15,15,9,10,4
0,15,9,2017,23,4,2018,16,15,24,41,9,4
1,26,5,2017,28,6,2018,1,28,15,9,10,2
0,30,10,2017,28,6,2018,18,15,24,41,10,2
1,9,6,2017,25,4,2018,18,35,15,9,10,4
0,27,11,2017,8,5,2018,16,17,42,105,9,4
0,17,11,2017,10,5,2018,1,40,24,41,10,4
1,17,11,2017,4,5,2018,1,11,15,21,10,4
1,13,3,2017,26,6,2018,1,37,15,14,10,2
1,26,10,2017,4,5,2018,16,42,15,9,10,3
0,13,2,2017,22,5,2018,1,42,24,41,10,2
1,22,3,2017,20,4,2018,1,40,47,65,10,4
1,25,8,2017,23,4,2018,1,37,15,9,10,4
0,2,11,2017,24,4,2018,16,9,24,41,9,4
0,4,10,2017,24,5,2018,16,15,24,41,9,4
1,22,11,2017,31,5,2018,1,14,5,3,10,4
0,20,11,2017,24,5,2018,16,28,24,41,9,4
1,24,11,2017,23,5,2018,16,2,15,9,10,4
0,31,10,2017,7,5,2018,16,34,24,41,10,4
0,7,11,2017,9,5,2018,16,35,24,41,9,4
0,10,11,2017,10,5,2018,18,2,24,41,10,4
0,7,11,2017,10,5,2018,1,36,24,41,10,4
1,6,11,2017,10,5,2018,1,28,15,9,10,4
1,22,9,2017,8,5,2018,16,35,15,89,9,4
0,3,7,2017,10,5,2018,1,9,42,105,10,3
0,2,11,2017,11,6,2018,16,34,24,41,9,4
0,21,8,2017,17,4,2018,16,5,42,65,9,4
0,6,9,2017,17,4,2018,1,11,24,69,10,4
0,29,11,2017,22,5,2018,1,32,24,41,10,4
1,7,12,2017,24,5,2018,16,9,15,9,10,4
1,24,4,2017,31,5,2018,1,11,8,17,10,4
0,16,10,2017,22,5,2018,1,32,24,41,9,4
0,27,9,2017,24,5,2018,16,15,24,41,9,2
1,7,4,2017,23,4,2018,1,20,15,20,10,4
0,19,10,2017,19,4,2018,12,15,24,41,10,4
0,31,10,2017,12,4,2018,16,9,24,41,10,4
1,29,9,2017,18,4,2018,12,11,15,9,10,4
0,25,7,2017,17,4,2018,1,15,32,65,10,4
0,11,10,2017,12,4,2018,18,11,24,41,10,4
1,19,5,2017,11,5,2018,1,20,5,3,9,4
1,2,5,2017,10,5,2018,16,34,11,65,10,4
0,3,11,2017,10,5,2018,12,7,24,41,10,4
1,4,12,2017,8,5,2018,1,35,15,9,10,4
1,28,9,2017,10,5,2018,1,37,15,9,10,4
1,8,5,2017,15,5,2018,12,17,19,65,10,4
0,27,11,2017,9,5,2018,1,40,24,41,10,4
1,10,8,2017,10,5,2018,1,2,15,9,10,4
1,10,8,2017,10,5,2018,1,2,15,100,10,4
1,8,5,2017,23,4,2018,1,17,5,3,9,4
1,16,3,2017,23,4,2018,1,32,5,3,9,4
0,23,10,2017,12,7,2018,1,9,24,41,10,4
1,13,9,2017,25,4,2018,16,36,15,9,10,4
1,14,9,2017,15,6,2018,16,15,15,27,9,4
0,31,10,2017,10,7,2018,1,14,24,41,10,2
0,25,10,2017,19,4,2018,16,2,24,41,9,4
0,13,12,2017,20,7,2018,12,9,24,41,10,4
1,25,10,2017,24,5,2018,18,32,15,9,10,4
0,15,12,2017,22,5,2018,1,43,24,41,10,4
1,27,4,2017,13,7,2018,16,15,15,99,10,2
0,26,12,2017,29,5,2018,16,15,24,41,11,4
0,7,3,2017,3,4,2018,16,33,24,41,9,2
0,25,1,2017,3,4,2018,1,9,15,41,10,2
1,31,3,2017,3,4,2018,1,16,15,9,10,4
1,20,9,2017,28,3,2018,12,21,15,9,10,4
1,6,9,2017,4,4,2018,1,2,15,89,9,4
1,30,3,2017,10,5,2018,1,10,47,65,10,4
1,9,6,2017,10,5,2018,16,21,15,9,10,4
0,31,10,2017,11,6,2018,16,7,24,41,9,4
0,10,11,2017,8,5,2018,16,17,24,41,10,4
1,25,7,2017,19,7,2018,1,42,15,29,10,4
1,3,4,2017,4,5,2018,1,13,15,89,9,3
0,28,12,2017,22,5,2018,16,35,24,41,9,4
1,21,3,2017,19,4,2018,1,12,47,65,10,4
1,29,5,2017,19,4,2018,1,35,11,65,10,4
1,25,4,2017,10,5,2018,1,41,5,3,9,4
1,21,4,2017,10,5,2018,1,24,9,65,10,4
1,3,11,2017,11,5,2018,18,33,21,65,11,4
1,5,10,2017,10,5,2018,1,32,15,104,10,4
1,5,10,2017,10,5,2018,1,32,15,9,10,4
1,5,10,2017,10,5,2018,1,32,15,27,10,4
1,25,4,2017,10,5,2018,16,36,15,9,13,4
1,28,9,2017,10,5,2018,1,40,15,9,10,4
0,27,10,2017,15,5,2018,16,24,24,41,9,4
1,26,5,2017,15,5,2018,1,32,11,65,10,4
1,2,10,2017,15,5,2018,1,9,15,21,9,4
1,20,11,2017,11,5,2018,1,11,9,65,10,4
1,22,3,2017,15,5,2018,18,22,3,66,10,4
0,30,10,2017,22,5,2018,16,32,24,41,9,4
0,28,12,2017,24,5,2018,1,11,24,41,10,4
1,15,11,2017,24,5,2018,1,41,15,9,10,4
1,5,6,2017,24,5,2018,1,15,47,65,9,4
1,5,4,2017,24,5,2018,18,21,5,3,10,4
1,29,3,2017,3,4,2018,1,28,45,65,9,4
1,17,4,2017,3,4,2018,1,40,5,3,9,4
1,21,9,2017,3,4,2018,1,35,15,9,10,4
1,28,4,2017,28,6,2018,12,40,15,9,10,4
1,19,4,2017,3,4,2018,1,22,15,20,10,3
0,20,11,2017,5,7,2018,1,15,24,41,10,2
1,8,11,2017,10,5,2018,16,40,15,14,10,4
1,8,11,2017,10,5,2018,16,35,15,9,10,4
1,24,3,2017,15,5,2018,12,35,21,65,10,4
0,10,11,2017,3,5,2018,16,7,24,41,10,4
1,23,11,2017,8,5,2018,1,2,15,9,10,4
1,3,11,2017,8,5,2018,16,40,15,14,10,4
1,11,7,2017,8,5,2018,1,21,15,9,10,4
1,19,10,2017,10,4,2018,16,9,15,33,9,4
0,20,9,2017,15,6,2018,1,11,24,41,10,2
0,22,9,2017,5,4,2018,16,35,24,41,9,4
0,1,9,2017,6,4,2018,16,35,24,41,9,4
0,13,10,2017,10,4,2018,16,7,24,68,9,4
1,5,10,2017,2,5,2018,1,36,15,9,10,3
0,17,10,2017,27,4,2018,16,33,42,105,10,4
1,15,5,2017,30,4,2018,1,30,11,65,10,4
1,7,7,2017,27,4,2018,16,11,15,9,10,4
0,23,10,2017,27,4,2018,1,42,32,65,10,4
0,14,9,2017,3,5,2018,18,33,24,41,10,4
1,13,10,2017,2,5,2018,1,15,15,27,10,4
1,4,9,2017,30,4,2018,1,43,9,65,10,3
0,6,11,2017,3,5,2018,1,40,24,41,10,4
1,21,11,2017,17,5,2018,16,35,15,9,10,4
1,28,9,2017,16,4,2018,1,35,15,9,10,4
1,12,9,2017,12,4,2018,16,2,15,9,10,4
0,7,11,2017,28,6,2018,1,41,24,41,10,2
0,31,8,2017,8,5,2018,1,21,35,65,10,1
1,16,3,2017,10,5,2018,1,32,5,3,10,4
0,5,7,2017,17,4,2018,1,40,24,41,10,4
1,17,8,2017,17,4,2018,1,2,15,20,10,4
1,18,4,2017,23,4,2018,12,21,9,65,10,4
1,3,10,2017,18,4,2018,1,16,15,9,10,4
0,11,10,2017,17,4,2018,18,32,24,41,10,4
0,27,10,2017,19,6,2018,16,42,24,41,9,4
1,19,4,2017,4,5,2018,16,17,15,89,9,4
0,17,10,2017,3,5,2018,1,35,24,41,10,4
1,25,9,2017,10,4,2018,16,7,15,89,9,4
1,25,9,2017,12,4,2018,1,32,15,89,13,4
1,27,9,2017,10,4,2018,1,35,15,104,10,4
1,22,9,2017,5,4,2018,1,2,15,9,10,4
0,4,10,2017,19,7,2018,1,10,24,41,10,2
1,28,9,2017,10,5,2018,1,2,15,9,10,4
0,5,7,2017,10,5,2018,1,35,32,65,10,4
0,17,11,2017,17,5,2018,16,42,24,41,9,4
1,21,4,2017,10,5,2018,1,41,5,3,9,4
1,16,5,2017,17,5,2018,16,30,19,65,10,4
1,31,5,2017,15,5,2018,1,12,5,3,10,4
1,29,9,2017,10,5,2018,16,35,15,89,9,4
1,2,10,2017,15,5,2018,1,33,15,9,10,4
0,30,10,2017,11,5,2018,16,17,24,41,9,4
1,6,10,2017,4,5,2018,1,9,15,9,10,4
1,1,12,2017,22,5,2018,16,17,15,9,10,4
1,28,4,2017,17,5,2018,1,10,15,9,10,4
1,28,4,2017,17,5,2018,1,10,5,3,10,4
1,24,11,2017,3,5,2018,1,35,15,9,10,4
1,12,9,2017,26,3,2018,1,12,5,3,10,4
0,18,8,2017,22,3,2018,16,43,24,41,9,4
0,27,9,2017,26,3,2018,16,32,24,41,9,4
1,31,5,2017,26,3,2018,16,15,15,9,10,4
0,12,10,2017,22,3,2018,16,24,24,41,9,4
1,27,9,2017,29,5,2018,1,9,15,14,9,3
0,26,10,2017,11,5,2018,1,12,32,65,10,3
1,6,11,2017,10,5,2018,1,2,15,9,10,4
0,7,9,2017,10,4,2018,16,21,24,41,10,4
1,7,9,2017,12,4,2018,1,14,15,9,10,3
1,6,4,2017,3,5,2018,1,11,15,10,13,4
1,27,9,2017,3,5,2018,16,15,15,89,9,4
1,23,11,2017,8,5,2018,1,10,15,9,10,4
1,8,6,2017,4,5,2018,16,14,15,9,10,4
0,4,7,2017,17,5,2018,12,9,42,105,10,4
1,18,10,2017,4,5,2018,1,15,15,100,10,4
1,7,9,2017,3,5,2018,17,33,15,89,13,4
0,23,8,2017,3,4,2018,16,32,24,41,9,4
1,27,6,2017,3,4,2018,16,42,15,99,10,4
1,15,6,2017,28,6,2018,18,2,5,3,10,4
1,21,9,2017,4,4,2018,1,11,15,9,10,4
1,19,9,2017,3,4,2018,16,15,5,3,10,4
0,18,10,2017,15,5,2018,1,32,42,105,10,4
1,20,9,2017,15,5,2018,1,41,15,20,10,4
1,30,3,2017,15,5,2018,16,2,15,96,10,4
1,28,4,2017,15,5,2018,16,17,3,66,9,3
1,13,10,2017,15,5,2018,1,2,15,29,10,4
1,13,10,2017,15,5,2018,1,2,15,100,10,4
1,13,10,2017,15,5,2018,1,2,15,5,10,4
0,19,10,2017,15,5,2018,1,32,24,68,10,4
0,17,11,2017,24,7,2018,12,32,32,65,10,4
0,4,10,2017,23,4,2018,1,40,24,41,10,4
0,31,10,2017,8,5,2018,16,28,24,41,9,4
1,23,3,2017,3,5,2018,16,17,27,67,10,4
